Text,polarity,Emotion
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",neutral,Anger
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",neutral,Anger
The takeout is great too since they give high quality tupperware as well.,positive,Joy
"The food was not fresh, the sauces were bland and very oily.",negative,Anger
"The food was not fresh, the sauces were bland and very oily.",negative,Anger
Could be pricey without a prix fixe meal.,negative,Anger
This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,positive,Joy
This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,positive,Joy
This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,positive,Joy
One of us actually liked the expresso - that's it.,positive,Joy
"Again, the waitress was awesome.",positive,Joy
I loved everythig about it-especially the shows and actors.,positive,Joy
I loved everythig about it-especially the shows and actors.,positive,Joy
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,positive,Joy
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,positive,Joy
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,positive,Joy
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,neutral,Joy
"The food was just OK, I would never go back.",neutral,Joy
Zero ambiance to boot.,negative,Anger
Scalina Fedeli reminded me why service is so integral to fine dining.,positive,Joy
Scalina Fedeli reminded me why service is so integral to fine dining.,positive,Joy
i recommend the thai popcorn :),positive,Joy
"Everything looks great, the drinks, the decor, the food, even the people.",positive,Joy
"Everything looks great, the drinks, the decor, the food, even the people.",positive,Joy
"Everything looks great, the drinks, the decor, the food, even the people.",positive,Joy
As soon as my father lifted his pen from the check a chef appeared to usher us out.,negative,Joy
As soon as my father lifted his pen from the check a chef appeared to usher us out.,neutral,Joy
The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,positive,Joy
The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,positive,Joy
The tuna and wasabe potatoes are excellent.,positive,Joy
The tuna and wasabe potatoes are excellent.,positive,Joy
The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,negative,Disgust
The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,negative,Disgust
My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,positive,Surprise
Ummm...the beer was cold.,positive,Joy
"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",positive,Joy
"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",positive,Joy
"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",positive,Joy
"Good crowd, good outdoor seating, with a hip japanese vibe.",positive,Joy
"Good crowd, good outdoor seating, with a hip japanese vibe.",positive,Joy
"Even with the prix fixe pricing, this restaurant is not worth it.",conflict,Anger
"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",neutral,Fear
"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",negative,Fear
"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.",positive,Joy
"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.",positive,Surprise
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",negative,Joy
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",positive,Joy
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",neutral,Joy
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",neutral,Joy
"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",negative,Anger
"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",neutral,Anger
"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",negative,Anger
"The view is spectacular, and the food is great.",positive,Joy
"The view is spectacular, and the food is great.",positive,Joy
"The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door.",conflict,Joy
"The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door.",neutral,Joy
Good bagels and good cream cheese.,positive,Joy
Good bagels and good cream cheese.,positive,Joy
"The food is wonderful, tasty and filling, and the service is professional and friendly.",positive,Joy
"The food is wonderful, tasty and filling, and the service is professional and friendly.",positive,Joy
It is also extremely well priced.,positive,Joy
Always great service!,positive,Joy
I am happy i did the food was awsome.,positive,Joy
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",negative,Surprise
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",negative,Surprise
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",negative,Surprise
A bit breezy up there on the mezzanine from the wind coming from the tracks.,negative,Joy
I went to DF for Valentines Day dinner.,neutral,Anger
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",positive,Joy
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",positive,Joy
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",positive,Joy
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",positive,Joy
The bread is top notch as well.,positive,Joy
I have to say they have one of the fastest delivery times in the city.,positive,Joy
Food is always fresh and hot- ready to eat!,positive,Joy
Did I mention that the coffee is OUTSTANDING?,positive,Surprise
"Certainly not the best(1) sushi in New York, however, it is always fresh(2), and the place is very clean, sterile(3).",conflict,Disgust
"Certainly not the best(1) sushi in New York, however, it is always fresh(2), and the place is very clean, sterile(3).",positive,Joy
"I trust(1) the people at Go Sushi, it never disappoints(2).",positive,Joy
"Straight-forward, no surprises, very decent(1) Japanese food.",positive,Joy
"BEST(1) spicy tuna roll, great(2) asian salad.",positive,Joy
"BEST(1) spicy tuna roll, great(2) asian salad.",positive,Joy
Try the(1) rose roll (not on(2) menu).,positive,Joy
Try the(1) rose roll (not on(2) menu).,neutral,Sadness
"I love(1) the drinks, esp lychee martini, and the food is also VERY good(2).",positive,Joy
"I love(1) the drinks, esp lychee martini, and the food is also VERY good(2).",positive,Joy
"I love(1) the drinks, esp lychee martini, and the food is also VERY good(2).",positive,Joy
"In fact, this was not a Nicoise salad and was barely eatable.",negative,Disgust
"While there's a decent(1) menu, it shouldn't take ten minutes to get your(2) drinks and 45 for(3) a dessert pizza.",positive,Joy
"While there's a decent(1) menu, it shouldn't take ten minutes to get your(2) drinks and 45 for(3) a dessert pizza.",neutral,Surprise
"While there's a decent(1) menu, it shouldn't take ten minutes to get your(2) drinks and 45 for(3) a dessert pizza.",neutral,Surprise
"Once we sailed, the top-notch(1) food and live entertainment sold us on a unforgettable evening(2).",positive,Joy
"Once we sailed, the top-notch(1) food and live entertainment sold us on a unforgettable evening(2).",positive,Surprise
Our waiter was horrible; so rude and disinterested.,negative,Anger
The sangria's - watered down.,negative,Disgust
"menu - uneventful, small.",negative,Disgust
Anytime and everytime I find myself in the neighborhood I will go to Sushi Rose for fresh(1) sushi and great(2) portions all at a reasonable(3) price.,positive,Joy
Anytime and everytime I find myself in the neighborhood I will go to Sushi Rose for fresh(1) sushi and great(2) portions all at a reasonable(3) price.,positive,Joy
Anytime and everytime I find myself in the neighborhood I will go to Sushi Rose for fresh(1) sushi and great(2) portions all at a reasonable(3) price.,positive,Joy
Great food but the service was dreadful!,positive,Joy
Great food but the service was dreadful!,negative,Disgust
The portions of the food that came out were mediocre.,neutral,Sadness
the two waitress's looked like they had been sucking on lemons.,negative,Anger
"From the beginning, we were met by friendly(1) staff memebers, and the convienent(2) parking at Chelsea Piers made it easy for us to get to the boat.",positive,Joy
"From the beginning, we were met by friendly(1) staff memebers, and the convienent(2) parking at Chelsea Piers made it easy for us to get to the boat.",positive,Joy
We enjoyed ourselves thoroughly and will be going back for the desserts ....,positive,Joy
Desserts are almost incredible: my personal favorite is their Tart of the Day.,positive,Joy
Desserts are almost incredible: my personal favorite is their Tart of the Day.,positive,Joy
"The food was extremely tasty, creatively presented(1) and the wine excellent(2).",positive,Joy
"The food was extremely tasty, creatively presented(1) and the wine excellent(2).",positive,Joy
THE LASAGNA WAS PROBABLY THE BEST I HAVE TASTED.,positive,Joy
Harumi Sushi has the freshest and most delicious array of sushi in NYC.,positive,Joy
"I highly recommend it for not just its superb(1) cuisine, but also for its friendly(2) owners and staff.",positive,Joy
"I highly recommend it for not just its superb(1) cuisine, but also for its friendly(2) owners and staff.",positive,Joy
"I highly recommend it for not just its superb(1) cuisine, but also for its friendly(2) owners and staff.",positive,Joy
"If you're craving some serious indian food and desire a cozy(1) ambiance, this is quite and exquisite choice(2).",positive,Joy
"If you're craving some serious indian food and desire a cozy(1) ambiance, this is quite and exquisite choice(2).",positive,Joy
I definitely enjoyed the food as well.,positive,Joy
"It was pleasantly uncrowded(1), the service was delightful(2), the garden adorable(3), the food (from appetizers to entrees) was delectable(4).",positive,Surprise
"It was pleasantly uncrowded(1), the service was delightful(2), the garden adorable(3), the food (from appetizers to entrees) was delectable(4).",positive,Joy
"It was pleasantly uncrowded(1), the service was delightful(2), the garden adorable(3), the food (from appetizers to entrees) was delectable(4).",positive,Joy
"It was pleasantly uncrowded(1), the service was delightful(2), the garden adorable(3), the food (from appetizers to entrees) was delectable(4).",positive,Joy
"It was pleasantly uncrowded(1), the service was delightful(2), the garden adorable(3), the food (from appetizers to entrees) was delectable(4).",positive,Joy
"The food is surprisingly good(1), and the decor is nice(2).",positive,Joy
"The food is surprisingly good(1), and the decor is nice(2).",positive,Joy
How pretentious and inappropriate for MJ Grill to claim that it provides power lunch and dinners!,negative,Disgust
How pretentious and inappropriate for MJ Grill to claim that it provides power lunch and dinners!,negative,Disgust
Two wasted steaks -- what a crime!,negative,Anger
The staff should be a bit more friendly.,negative,Anger
I think the meatball parm is good.,positive,Joy
"If you want good tasting, well seasoned latin food eat at Cabana and you can't go wrong.",positive,Joy
Definitely try the taglierini with truffles - it was incredible.,positive,Joy
"Also, the staff is very attentive and really personable.",positive,Joy
The gnocchi literally melts in your mouth!,positive,Joy
Had a great experience(1) at Trio ... staff was pleasant(2); food was tasty and large(3) in portion size - I would highly recommend(4) the portobello/gorgonzola/sausage appetizer and the lobster risotto.,positive,Joy
Had a great experience(1) at Trio ... staff was pleasant(2); food was tasty and large(3) in portion size - I would highly recommend(4) the portobello/gorgonzola/sausage appetizer and the lobster risotto.,positive,Joy
Had a great experience(1) at Trio ... staff was pleasant(2); food was tasty and large(3) in portion size - I would highly recommend(4) the portobello/gorgonzola/sausage appetizer and the lobster risotto.,positive,Joy
Had a great experience(1) at Trio ... staff was pleasant(2); food was tasty and large(3) in portion size - I would highly recommend(4) the portobello/gorgonzola/sausage appetizer and the lobster risotto.,positive,Joy
Had a great experience(1) at Trio ... staff was pleasant(2); food was tasty and large(2) in portion size - I would highly recommend(4) the portobello/gorgonzola/sausage appetizer and the lobster risotto.,positive,Joy
"Entrees include classics like lasagna, fettuccine Alfredo and chicken parmigiana.",neutral,Joy
"Entrees include classics like lasagna, fettuccine Alfredo and chicken parmigiana.",neutral,Joy
"Entrees include classics like lasagna, fettuccine Alfredo and chicken parmigiana.",neutral,Joy
"Entrees include classics like lasagna, fettuccine Alfredo and chicken parmigiana.",neutral,Joy
"The food is good(1), the teriyaki I recommend(2).",positive,Joy
"The food is good(1), the teriyaki I recommend(2).",positive,Joy
Meal was very expensive for what you get.,negative,Fear
Try the Peanut Butter Sorbet and the pizza with soy cheese!,positive,Anger
Try the Peanut Butter Sorbet and the pizza with soy cheese!,positive,Anger
"Good(1) food at the right(2) price, what more can you ask for.",positive,Surprise
"Good(1) food at the right(2) price, what more can you ask for.",positive,Surprise
"The food is top notch(1), the service is attentive(2), and the atmosphere is great(3).",positive,Joy
"The food is top notch(1), the service is attentive(2), and the atmosphere is great(3).",positive,Joy
"The food is top notch(1), the service is attentive(2), and the atmosphere is great(3).",positive,Joy
"Great(1) food, great(2) waitstaff, great(3) atmosphere, and best of all GREAT(4) beer!",positive,Joy
"Great(1) food, great(2) waitstaff, great(3) atmosphere, and best of all GREAT(4) beer!",positive,Joy
"Great(1) food, great(2) waitstaff, great(3) atmosphere, and best of all GREAT(4) beer!",positive,Joy
"Great(1) food, great(2) waitstaff, great(3) atmosphere, and best of all GREAT(4) beer!",positive,Joy
this is still one of my most favorite restaurants in the area(1) the food is inexpensive but very good(2) (kimono shrimp special was excellent(3)) and has a great(4) atmosphere.,positive,Joy
this is still one of my most favorite restaurants in the area(1) the food is inexpensive but very good(2) (kimono shrimp special was excellent(3)) and has a great(4) atmosphere.,positive,Joy
this is still one of my most favorite restaurants in the area(1) the food is inexpensive but very good(2) (kimono shrimp special was excellent(3)) and has a great(4) atmosphere.,positive,Joy
The menu is interesting(1) and quite reasonably(2) priced.,positive,Joy
The menu is interesting(1) and quite reasonably(2) priced.,positive,Surprise
The food was delicious(1) and clearly fresh(2) ingredients were used.,positive,Joy
The food was delicious(1) and clearly fresh(2) ingredients were used.,positive,Joy
This made it obvious that the food wasn't cooked fresh; it was obviously made before hand and then reheated.,negative,Sadness
Appetizer are excellent(1) here; you can make a great (and inexpensive)(2) meal out of them.,positive,Surprise
Appetizer are excellent(1) here; you can make a great (and inexpensive)(2) meal out of them.,positive,Surprise
The spicy mussels are a highlight.,positive,Joy
Also get the Onion Rings -- best we've ever had.,positive,Joy
"However, being foodies, we were utterly disappointed with the food.",negative,Sadness
"Huge(1) portions, great and attentive(3) service, and pretty good(4) prices.",positive,Joy
"Huge(1) portions, great and attentive(2) service, and pretty good(3) prices.",positive,Joy
"Huge(1) portions, great and attentive(2) service, and pretty good(3) prices.",positive,Surprise
I was highly disappointed by their service and food.,negative,Sadness
I was highly disappointed by their service and food.,negative,Sadness
"I complained(1) to the waiter and then to the manager, but the intensity of rudeness from them just went up(2).",negative,Sadness
"I complained(1) to the waiter and then to the manager, but the intensity of rudeness from them just went up(2).",negative,Anger
The food is great(1) and the milkshakes are even better!(2),positive,Joy
The food is great(1) and the milkshakes are even better!(2),positive,Joy
the mushroom barley soup is amazing.,positive,Joy
"I'm glad I did(1) as the food was very good(2) and the staff was friendly, courteous and efficient(3).",positive,Joy
"I'm glad I did(1) as the food was very good(2) and the staff was friendly, courteous and efficient(3).",positive,Joy
Their duck here is also absolutely delicious.,positive,Joy
"While it was large and a bit noisy(1), the drinks were fantastic(2), and the food was superb(3).",positive,Joy
"While it was large and a bit noisy(1), the drinks were fantastic(2), and the food was superb(3).",positive,Joy
One caveat: Some of the curried casseroles can be a trifle harsh(1).,negative,Fear
The food was almost always EXCELLENT.,positive,Joy
I was pleasently surprised at the taste.,positive,Joy
"A nice(1) space, as long as it doesn't get too crowded and a singleminded devotion to its chosen(2) cuisine make Mare a great choice(3) for seafood lovers.",positive,Joy
"A nice(1) space, as long as it doesn't get too crowded and a singleminded devotion to its chosen(2) cuisine make Mare a great choice(3) for seafood lovers.",conflict,Joy
"A nice(1) space, as long as it doesn't get too crowded and a singleminded devotion to its chosen(2) cuisine make Mare a great choice(3) for seafood lovers.",positive,Joy
I never had an orange donut before so I gave it a shot.,neutral,Anger
"they really provide a relaxing, laid-back atmosphere.",positive,Joy
This particular location certainly uses substandard meats.,negative,Fear
The Management was less than accomodating.,negative,Anger
The ambience is also more laid-back and relaxed.,positive,Joy
the teas are great(1) and all the sweets are homemade(2).,positive,Joy
the teas are great(1) and all the sweets are homemade(2).,positive,Joy
mojitos and the service are the best part in there,positive,Joy
mojitos and the service are the best part in there,positive,Joy
"Sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes.",positive,Joy
"Sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes.",positive,Joy
"Sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes.",positive,Joy
"Sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes.",positive,Joy
The design is very intimate and romantic.,positive,Joy
The food was wonderful and imaginative.,positive,Joy
The staff is very sharp(1) and they look good too(2).,positive,Joy
The worst though was the taste.,negative,Disgust
The fajita we tried was tasteless and burned(1) and the mole sauce was way too sweet(2).,negative,Anger
The fajita we tried was tasteless and burned(1) and the mole sauce was way too sweet(2).,negative,Anger
Stay with the roasted chickens and you'll be fine.,positive,Joy
"The atmosphere is warm, comfortable, artsy and sexy.",positive,Joy
"The food is great(1) (big(2) selection, reasonable(3) prices) and the drinks are really good(4).",positive,Joy
"The food is great(1) (big(2) selection, reasonable(3) prices) and the drinks are really good(4).",positive,Joy
"The food is great(1) (big(2) selection, reasonable(3) prices) and the drinks are really good(4).",positive,Joy
"The food is great(1) (big(2) selection, reasonable(3) prices) and the drinks are really good(4).",positive,Joy
The steak melted in my mouth.,positive,Joy
"The food did take a few extra minutes to come(1), but the cute waiters' jokes and friendliness made up for it(2).",positive,Joy
"The food did take a few extra minutes to come(1), but the cute waiters' jokes and friendliness made up for it(2).",neutral,Anger
"Most importantly, it is reasonably priced.",positive,Joy
"The selection of food is excellent(1) (I'm not used to having much choice at restaurants), and the atmosphere is great(2).",positive,Surprise
"The selection of food is excellent(1) (I'm not used to having much choice at restaurants), and the atmosphere is great(2).",positive,Joy
"Only suggestion is that you skip(1) the dessert, it was overpriced and fell short(2) on taste.",negative,Anger
"Only suggestion is that you skip(1) the dessert, it was overpriced and fell short(2) on taste.",negative,Anger
"Food was decent(1), but not great(2).",positive,Joy
i dont know what some people who rave about this hot dog are talking about.,negative,Anger
it is a hidden delight complete with a quaint(1) bar and good(2) food.,positive,Joy
it is a hidden delight complete with a quaint(1) bar and good(2) food.,positive,Joy
The waiters ALWAYS look angry and even ignore their high-tipping regulars.,negative,Anger
"the atmosphere is very nice, and a welcome escape from the rest of the SI mall.",positive,Joy
"Yes, they're a bit more expensive then typical, but then again, so is their food.",positive,Disgust
"I can say that the wraps, burgers and salads were all fresh, tasty(1) and the mango margareta at $9 was WELL WORTH the money(2).",positive,Joy
"I can say that the wraps, burgers and salads were all fresh, tasty(1) and the mango margareta at $9 was WELL WORTH the money(2).",positive,Joy
"I can say that the wraps, burgers and salads were all fresh, tasty(1) and the mango margareta at $9 was WELL WORTH the money(2).",positive,Joy
"I can say that the wraps, burgers and salads were all fresh, tasty(1) and the mango margareta at $9 was WELL WORTH the money(2).",positive,Joy
"Anywhere else, the prices would be 3x as high!",positive,Surprise
The service we experienced was friendly and good.,positive,Joy
Our waiter was friendly(1) and it is a shame that he didnt have a supportive(2) staff to work with.,positive,Joy
Our waiter was friendly(1) and it is a shame that he didnt have a supportive(2) staff to work with.,negative,Anger
The folding chair I was seated at was uncomfortable.,negative,Disgust
Service was among the best I have ever had in NYC.,positive,Surprise
The fettucino alfredo was amazing.,positive,Joy
The food was very good(1) and I was pleasantly surprised to see(2) so many vegan options.,positive,Joy
The food was very good(1) and I was pleasantly surprised to see(2) so many vegan options.,positive,Surprise
I know real Indian food and this wasn't it.,negative,Sadness
"Be sure to try the Smoked Trout...Lamb Chops, Veal Chops, Rabbit, the potato gratin, on and on and on?",positive,Joy
"Be sure to try the Smoked Trout...Lamb Chops, Veal Chops, Rabbit, the potato gratin, on and on and on...",positive,Joy
"Be sure to try the Smoked Trout...Lamb Chops, Veal Chops, Rabbit, the potato gratin, on and on and on...",positive,Joy
"Be sure to try the Smoked Trout...Lamb Chops, Veal Chops, Rabbit, the potato gratin, on and on and on...",positive,Joy
"Be sure to try the Smoked Trout...Lamb Chops, Veal Chops, Rabbit, the potato gratin, on and on and on...",positive,Joy
"Even when the chef is not in the house(1), the food and service are right on target(2).",neutral,Surprise
"Even when the chef is not in the house(1), the food and service are right on target(2).",positive,Surprise
"Even when the chef is not in the house(1), the food and service are right on target(2).",positive,Surprise
Everything from the eggs benedict to the mussels and even the hamburger were done well and very tasty.,positive,Joy
Everything from the eggs benedict to the mussels and even the hamburger were done well and very tasty.,positive,Joy
Everything from the eggs benedict to the mussels and even the hamburger were done well and very tasty.,positive,Joy
"The waiters were very professional, courteous and attentive.",positive,Joy
The falafal was rather over cooked and dried(1) but the chicken was fine(2).,negative,Anger
The falafal was rather over cooked and dried(1) but the chicken was fine(2).,positive,Joy
"I highly reccomend the grand marnier shrimp, it's insanely good.",positive,Joy
"We been there and we really enjoy(1) the food, was areally great(2) food, and the service was really good(3).",positive,Joy
"We been there and we really enjoy(1) the food, was areally great(2) food, and the service was really good(3).",positive,Joy
"We been there and we really enjoy(1) the food, was areally great(2) food, and the service was really good(3).",positive,Joy
Desserts include flan and sopaipillas.,neutral,Anger
Desserts include flan and sopaipillas.,neutral,Anger
Desserts include flan and sopaipillas.,neutral,Anger
I was starving and the small portions were driving me crazy!,negative,Joy
The wait staff was loud and inconsiderate.,negative,Sadness
"However, the food and service and dramatically lacking.",negative,Sadness
"However, the food and service and dramatically lacking.",negative,Sadness
The sushi is cut in blocks bigger than my cell phone.,negative,Sadness
"The service is great(1), my soup always arrives nice and hot(2).",positive,Surprise
"The service is great(1), my soup always arrives nice and hot(2).",positive,Joy
It had been awhile and I forgot just how delicious crepes can be.,positive,Joy
Montparnasse's desserts--especially the silken creme brulee and paper-thin apple tart--are good enough on their own to make the restaurant worth the trip.,positive,Joy
Montparnasse's desserts--especially the silken creme brulee and paper-thin apple tart--are good enough on their own to make the restaurant worth the trip.,positive,Joy
Montparnasse's desserts--especially the silken creme brulee and paper-thin apple tart--are good enough on their own to make the restaurant worth the trip.,positive,Joy
i had a delicious shrimp creole.,positive,Joy
The chicken dinner was real good.,positive,Joy
Beware of the chili signed food items not unless you want to call the fire department to douse the flames in your mouth.,negative,Fear
The decor is designed in a contemporary Japanese style restaurant.,neutral,Surprise
but the food was delicious.,positive,Joy
"Try the ribs, sizzling beef and couple it with coconut rice.",positive,Anger
"Try the ribs, sizzling beef and couple it with coconut rice.",positive,Anger
"Try the ribs, sizzling beef and couple it with coconut rice.",positive,Anger
The avocado salad is a personal fave.,positive,Surprise
"And, the honey BBQ rib tips are yummy!",positive,Joy
The BEST Chinese food Uptown!,positive,Surprise
Service is known for bending over backwards to make everyone happy.,positive,Joy
"The atmosphere is attractive(1), but a little uncomfortable(2).",conflict,Joy
The staff is very friendly.,positive,Surprise
Waiters are very friendly(1) and the pasta is out of this world(2).,positive,Joy
Waiters are very friendly(1) and the pasta is out of this world(2).,positive,Joy
Great(1) wine list and great(2) cocktail menu.,positive,Joy
Great(1) wine list and great(2) cocktail menu.,positive,Joy
The crab cakes are delicious(1) and the BBQ rib was perfect(2).,positive,Joy
The crab cakes are delicious(1) and the BBQ rib was perfect(2).,positive,Joy
"The food is wonderful, artfully done and simply delicious.",positive,Surprise
Tiny restaurant with very fast service.,positive,Joy
"The sauce may not be for everyone, since it is distintive.",conflict,Joy
My husband and I have been there at least 6 times and we've always been given the highest(1) service and often free(2) desserts.,positive,Joy
My husband and I have been there at least 6 times and we've always been given the highest(1) service and often free(2) desserts.,positive,Joy
"A beautiful(1) atmosphere, perfect(2) for drinks and/or appetizers.",positive,Joy
"A beautiful(1) atmosphere, perfect(2) for drinks and/or appetizers.",neutral,Joy
"A beautiful(1) atmosphere, perfect(2) for drinks and/or appetizers.",neutral,Joy
They make the best pizza in New Jersey.,positive,Surprise
"What a difference, the service was very comforting(1) and the food was better than average(2), but what really standed out was such a dynamic and extensive(3) beer list.",positive,Joy
"What a difference, the service was very comforting(1) and the food was better than average(2), but what really standed out was such a dynamic and extensive(3) beer list.",positive,Joy
"What a difference, the service was very comforting(1) and the food was better than average(2), but what really standed out was such a dynamic and extensive(3) beer list.",positive,Joy
"Frankly, the chinese food here is something I can make better at home.",negative,Sadness
There was only one waiter for the whole restaurant upstairs.,neutral,Sadness
We started with the scallops and asparagus and also had the soft shell crab as well as the cheese plate.,neutral,Anger
We started with the scallops and asparagus and also had the soft shell crab as well as the cheese plate.,neutral,Anger
We started with the scallops and asparagus and also had the soft shell crab as well as the cheese plate.,neutral,Anger
We started with the scallops and asparagus and also had the soft shell crab as well as the cheese plate.,neutral,Anger
"Not to be overlooked, the service is excellent.",positive,Surprise
this without question is one of the worst hotdogs i have ever had.,negative,Anger
"The staff is unbelievably friendly(1), and I dream about their Saag gosht...so good(2).",positive,Joy
"The staff is unbelievably friendly(1), and I dream about their Saag gosht...so good(2).",positive,Joy
I also recommend the garlic knots.,positive,Joy
Best Indian food I have ever eaten.,positive,Joy
This place has the best pizza.,positive,Surprise
The music which is sometimes a little too heavy for my taste.,negative,Anger
The service is excellent and always informative without an air.,positive,Joy
The owner and staff go to great lengths to make you feel comfortable.,positive,Joy
The owner and staff go to great lengths to make you feel comfortable.,positive,Joy
The sushi is always fresh and yummy(1) and the menu is pretty varied(2).,positive,Joy
The sushi is always fresh and yummy(1) and the menu is pretty varied(2).,positive,Joy
"The food was great(1) - sushi was good(2), but the cooked food amazed us(3).",positive,Joy
"The food was great(1) - sushi was good(2), but the cooked food amazed us(3).",positive,Joy
"The food was great(1) - sushi was good(2), but the cooked food amazed us(3).",positive,Joy
their dinner specials are fantastic.,positive,Joy
"Great(1) food, great(2) drinks, nice(3) dining atmosphere.",positive,Joy
"Great(1) food, great(2) drinks, nice(3) dining atmosphere.",positive,Joy
"Great(1) food, great(2) drinks, nice(3) dining atmosphere.",positive,Joy
"For the price you pay for the food here, you'd expect it to be at least on par with other Japanese restaurants.",negative,Surprise
"For the price you pay for the food here, you'd expect it to be at least on par with other Japanese restaurants.",negative,Surprise
Food portion was SMALL and below average.,negative,Sadness
Sit back in one of those comfortable chairs.,positive,Surprise
My favs here are the Tacos Pastor and the Tostada de Tinga...,positive,Joy
My favs here are the Tacos Pastor and the Tostada de Tinga...,positive,Joy
"The bartenders and the managers are really nice(1) and the decor is very comfy and laid-back(2), all the while being trendy.",positive,Joy
"The bartenders and the managers are really nice(1) and the decor is very comfy and laid-back(2), all the while being trendy.",positive,Joy
"The bartenders and the managers are really nice(1) and the decor is very comfy and laid-back(2), all the while being trendy.",positive,Joy
"For a savory take on the soup and sandwich meal, try the hot and sour soup.",positive,Anger
"For a savory take on the soup and sandwich meal, try the hot and sour soup.",positive,Anger
"This bar has it all - great(1) drinks, cool(2) atmosphere, excellent(3) service and delicious(4) food.",positive,Surprise
"This bar has it all - great(1) drinks, cool(2) atmosphere, excellent(3) service and delicious(4) food.",positive,Joy
"This bar has it all - great(1) drinks, cool(2) atmosphere, excellent(3) service and delicious(4) food.",positive,Joy
"This bar has it all - great(1) drinks, cool(2) atmosphere, excellent(3) service and delicious(4) food.",positive,Joy
"Also, the chick peas with shrimp (appetizer) is divine.",positive,Joy
"Finally, I got sick of the bad service, obnoxious smirks, and snotty back talk.",negative,Sadness
We ordered lamb which was perfectly cooked and tasted awesome.,positive,Joy
i especially like their soft shell crab sandwich with fries.,positive,Joy
"if you're looking for authentic hong kong-style food, look no further.",positive,Joy
good(1) food good(2) wine that's it.,positive,Joy
good(1) food good(2) wine that's it.,positive,Joy
The staff was extremely friendly and pleasant.,positive,Joy
"While their kitchen food is delicious(1), their Sushi is out of this world(2).",positive,Joy
"While their kitchen food is delicious(1), their Sushi is out of this world(2).",positive,Joy
